Date,Region,Daily import-related case,Daily imported case,Daily locally acquired case  unknown source,Daily locally acquired  epidemiologically linked,Daily under investigation,Daily total cases,Cumulative import-related case,Cumulative imported case,Cumulative locally acquired case  unknown source,Cumulative locally acquired  epidemiologically linked,Cumulative under investigation,Cumulative total cases
18/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
18/12/2020,Canterbury,0,2,0,0,0,2,18,153,8,99,0,278
18/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
18/12/2020,Counties Manukau,0,0,0,0,0,0,27,206,15,118,0,366
18/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
18/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
18/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
18/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
18/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
18/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
18/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
18/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
18/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
18/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
18/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
18/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
18/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
18/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
18/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
17/12/2020,Auckland,0,2,0,0,0,2,25,209,13,119,0,366
17/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
17/12/2020,Canterbury,0,0,0,0,0,0,18,151,8,99,0,276
17/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
17/12/2020,Counties Manukau,0,2,0,0,0,2,27,206,15,118,0,366
17/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
17/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
17/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
17/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
17/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
17/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
17/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
17/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
17/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
17/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
17/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
17/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
17/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
17/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
17/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
16/12/2020,Auckland,0,1,0,0,0,1,25,207,13,119,0,364
16/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
16/12/2020,Canterbury,0,0,0,0,0,0,18,151,8,99,0,276
16/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
16/12/2020,Counties Manukau,0,3,0,0,0,3,27,204,15,118,0,364
16/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
16/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
16/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
16/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
16/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
16/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
16/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
16/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
16/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
16/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
16/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
16/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
16/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
16/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
16/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
15/12/2020,Auckland,0,0,0,0,0,0,25,206,13,119,0,363
15/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
15/12/2020,Canterbury,0,0,0,0,0,0,18,151,8,99,0,276
15/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
15/12/2020,Counties Manukau,0,0,0,0,0,0,27,201,15,118,0,361
15/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
15/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
15/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
15/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
15/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
15/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
15/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
15/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
15/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
15/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
15/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
15/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
15/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
15/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
15/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
14/12/2020,Auckland,0,0,0,0,0,0,25,206,13,119,0,363
14/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
14/12/2020,Canterbury,0,4,0,0,0,4,18,151,8,99,0,276
14/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
14/12/2020,Counties Manukau,0,0,0,0,0,0,27,201,15,118,0,361
14/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
14/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
14/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
14/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
14/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
14/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
14/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
14/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
14/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
14/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
14/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
14/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
14/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
14/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
14/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
13/12/2020,Auckland,0,0,0,0,0,0,25,206,13,119,0,363
13/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
13/12/2020,Canterbury,0,0,0,0,0,0,18,147,8,99,0,272
13/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
13/12/2020,Counties Manukau,0,0,0,0,0,0,27,201,15,118,0,361
13/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
13/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
13/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
13/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
13/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
13/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
13/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
13/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
13/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
13/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
13/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
13/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
13/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
13/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
13/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
12/12/2020,Auckland,0,2,0,0,0,2,25,206,13,119,0,363
12/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
12/12/2020,Canterbury,0,2,0,0,0,2,18,147,8,99,0,272
12/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
12/12/2020,Counties Manukau,0,1,0,0,0,1,27,201,15,118,0,361
12/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
12/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
12/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
12/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
12/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
12/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
12/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
12/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
12/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
12/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
12/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
12/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
12/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
12/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
12/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
11/12/2020,Auckland,0,1,0,0,0,1,25,204,13,119,0,361
11/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
11/12/2020,Canterbury,0,0,0,0,0,0,18,145,8,99,0,270
11/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
11/12/2020,Counties Manukau,0,0,0,0,0,0,27,200,15,118,0,360
11/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
11/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
11/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
11/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
11/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
11/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
11/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
11/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
11/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
11/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
11/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
11/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
11/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
11/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
11/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
10/12/2020,Auckland,0,0,0,0,0,0,25,203,13,119,0,360
10/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
10/12/2020,Canterbury,0,0,0,0,0,0,18,145,8,99,0,270
10/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
10/12/2020,Counties Manukau,0,3,0,0,0,3,27,200,15,118,0,360
10/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
10/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
10/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
10/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
10/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
10/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
10/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
10/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
10/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
10/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
10/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
10/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
10/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
10/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
10/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
09/12/2020,Auckland,0,1,0,0,0,1,25,203,13,119,0,360
09/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
09/12/2020,Canterbury,0,1,0,0,0,1,18,145,8,99,0,270
09/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
09/12/2020,Counties Manukau,0,0,0,0,0,0,27,197,15,118,0,357
09/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
09/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
09/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
09/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
09/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
09/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
09/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
09/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
09/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
09/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
09/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
09/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
09/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
09/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
09/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
08/12/2020,Auckland,0,0,0,0,0,0,25,202,13,119,0,359
08/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
08/12/2020,Canterbury,0,0,0,0,0,0,18,144,8,99,0,269
08/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
08/12/2020,Counties Manukau,0,2,0,0,0,2,27,197,15,118,0,357
08/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
08/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
08/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
08/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
08/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
08/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
08/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
08/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
08/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
08/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
08/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
08/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
08/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
08/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
08/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
07/12/2020,Auckland,0,2,0,0,0,2,25,202,13,119,0,359
07/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
07/12/2020,Canterbury,0,0,0,0,0,0,18,144,8,99,0,269
07/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
07/12/2020,Counties Manukau,0,4,0,0,0,4,27,195,15,118,0,355
07/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
07/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
07/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
07/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
07/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
07/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
07/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
07/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
07/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
07/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
07/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
07/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
07/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
07/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
07/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
06/12/2020,Auckland,0,0,0,0,0,0,25,200,13,119,0,357
06/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
06/12/2020,Canterbury,0,1,0,0,0,1,18,144,8,99,0,269
06/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
06/12/2020,Counties Manukau,0,1,0,0,0,1,27,191,15,118,0,351
06/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
06/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
06/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
06/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
06/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
06/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
06/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
06/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
06/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
06/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
06/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
06/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
06/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
06/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
06/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
05/12/2020,Auckland,0,0,0,0,0,0,25,200,13,119,0,357
05/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
05/12/2020,Canterbury,0,0,0,0,0,0,18,143,8,99,0,268
05/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
05/12/2020,Counties Manukau,0,0,0,0,0,0,27,190,15,118,0,350
05/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
05/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
05/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
05/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
05/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
05/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
05/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
05/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
05/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
05/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
05/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
05/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
05/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
05/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
05/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
04/12/2020,Auckland,0,5,0,0,0,5,25,200,13,119,0,357
04/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
04/12/2020,Canterbury,0,1,0,0,0,1,18,143,8,99,0,268
04/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
04/12/2020,Counties Manukau,0,3,0,0,0,3,27,190,15,118,0,350
04/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
04/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
04/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
04/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
04/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
04/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
04/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
04/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
04/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
04/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
04/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
04/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
04/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
04/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
04/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
03/12/2020,Auckland,0,2,0,0,0,2,25,195,13,119,0,352
03/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
03/12/2020,Canterbury,0,0,0,0,0,0,18,142,8,99,0,267
03/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
03/12/2020,Counties Manukau,0,1,0,0,0,1,27,187,15,118,0,347
03/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
03/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
03/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
03/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
03/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
03/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
03/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
03/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
03/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
03/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
03/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
03/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
03/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
03/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
03/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
02/12/2020,Auckland,0,1,0,0,0,1,25,193,13,119,0,350
02/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
02/12/2020,Canterbury,0,0,0,0,0,0,18,142,8,99,0,267
02/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
02/12/2020,Counties Manukau,0,0,0,0,0,0,27,186,15,118,0,346
02/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
02/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
02/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
02/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
02/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
02/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
02/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
02/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
02/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
02/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
02/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
02/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
02/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
02/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
02/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
01/12/2020,Auckland,0,0,0,0,0,0,25,192,13,119,0,349
01/12/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
01/12/2020,Canterbury,0,3,0,0,0,3,18,142,8,99,0,267
01/12/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
01/12/2020,Counties Manukau,0,0,0,0,0,0,27,186,15,118,0,346
01/12/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
01/12/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
01/12/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
01/12/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
01/12/2020,Nelson Marlborough,0,0,0,0,0,0,15,27,4,4,0,50
01/12/2020,Northland,0,0,0,0,0,0,7,12,5,4,0,28
01/12/2020,South Canterbury,0,0,0,0,0,0,2,5,6,4,0,17
01/12/2020,Southern,0,0,0,0,0,0,131,52,19,14,0,216
01/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
01/12/2020,Taranaki,0,0,0,0,0,0,2,14,0,0,0,16
01/12/2020,Waikato,0,0,0,0,0,0,133,55,2,4,0,194
01/12/2020,Wairarapa,0,0,0,0,0,0,3,4,1,0,0,8
01/12/2020,Waitemata,0,0,0,0,0,0,32,86,9,170,0,297
01/12/2020,West Coast,0,0,0,0,0,0,1,1,2,1,0,5
01/12/2020,Whanganui,0,0,0,0,0,0,0,7,2,0,0,9
30/11/2020,Auckland,0,1,0,0,0,1,25,192,13,119,0,349
30/11/2020,Bay of Plenty,0,0,0,0,0,0,16,22,5,5,0,48
30/11/2020,Canterbury,0,3,0,0,0,3,18,139,8,99,0,264
30/11/2020,Capital and Coast,0,0,0,0,0,0,38,56,1,4,0,99
30/11/2020,Counties Manukau,0,1,0,0,0,1,27,186,15,118,0,346
30/11/2020,Hawke's Bay,0,0,0,0,0,0,14,21,1,8,0,44
30/11/2020,Hutt Valley,0,0,0,0,0,0,8,14,0,2,0,24
30/11/2020,Lakes,0,0,0,0,0,0,2,12,2,0,0,16
30/11/2020,Midcentral,0,0,0,0,0,0,6,20,0,6,0,32
