Date Added,Risk2,Traveler,County2,Date Added (copy),Freq - Hawaii,Freq - Honolulu,Freq - Kauai,Freq - Maui,Frequency Count,Total Number of Cases
7/6/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,7/6/2020,1,0,0,0,1,1
7/6/2020,Community-Associated,No Travel History,Honolulu,7/6/2020,0,29,0,0,29,29
7/6/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/6/2020,0,3,0,0,3,3
7/6/2020,Travel-Associated (Resident),Travel History,Honolulu,7/6/2020,0,6,0,0,6,6
7/6/2020,Travel-Associated (Resident),Travel History,Kauai,7/6/2020,0,0,2,0,2,2
7/7/2020,Community-Associated,No Travel History,Hawaii,7/7/2020,1,0,0,0,1,1
7/7/2020,Community-Associated,No Travel History,Honolulu,7/7/2020,0,16,0,0,16,16
7/7/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/7/2020,0,1,0,0,1,1
7/7/2020,Travel-Associated (Resident),Travel History,Honolulu,7/7/2020,0,2,0,0,2,2
7/7/2020,Travel-Associated (Resident),Travel History,Maui,7/7/2020,0,0,0,2,2,2
7/8/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,7/8/2020,1,0,0,0,1,1
7/8/2020,Community-Associated,No Travel History,Honolulu,7/8/2020,0,30,0,0,30,30
7/8/2020,Travel-Associated (Resident),Travel History,Honolulu,7/8/2020,0,2,0,0,2,2
7/8/2020,Community-Associated,No Travel History,Kauai,7/8/2020,0,0,1,0,1,1
7/9/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,7/9/2020,1,0,0,0,1,1
7/9/2020,Community-Associated,No Travel History,Honolulu,7/9/2020,0,25,0,0,25,25
7/9/2020,Travel-Associated (Resident),Travel History,Maui,7/9/2020,0,0,0,1,1,1
7/10/2020,Community-Associated,No Travel History,Hawaii,7/10/2020,1,0,0,0,1,1
7/10/2020,Travel-Associated (Resident),Travel History,Hawaii,7/10/2020,1,0,0,0,1,1
7/10/2020,Community-Associated,No Travel History,Honolulu,7/10/2020,0,34,0,0,34,34
7/10/2020,Travel-Associated (Resident),Travel History,Honolulu,7/10/2020,0,3,0,0,3,3
7/10/2020,Travel-Associated (Non-Resident),Travel History,Maui,7/10/2020,0,0,0,2,2,2
7/11/2020,Travel-Associated (Resident),Travel History,Hawaii,7/11/2020,1,0,0,0,1,1
7/11/2020,Community-Associated,No Travel History,Honolulu,7/11/2020,0,13,0,0,13,13
7/11/2020,Travel-Associated (Resident),Travel History,Honolulu,7/11/2020,0,5,0,0,5,5
7/11/2020,Travel-Associated (Resident),Travel History,Maui,7/11/2020,0,0,0,1,1,1
7/12/2020,Community-Associated,No Travel History,Hawaii,7/12/2020,1,0,0,0,1,1
7/12/2020,Community-Associated,No Travel History,Honolulu,7/12/2020,0,16,0,0,16,16
7/12/2020,Travel-Associated (Resident),Travel History,Honolulu,7/12/2020,0,2,0,0,2,2
7/12/2020,Community-Associated,No Travel History,Maui,7/12/2020,0,0,0,1,1,1
7/13/2020,Community-Associated,No Travel History,Hawaii,7/13/2020,2,0,0,0,2,2
7/13/2020,Travel-Associated (Resident),Travel History,Hawaii,7/13/2020,1,0,0,0,1,1
7/13/2020,Community-Associated,No Travel History,Honolulu,7/13/2020,0,15,0,0,15,15
7/13/2020,Travel-Associated (Resident),Travel History,Honolulu,7/13/2020,0,4,0,0,4,4
7/14/2020,Community-Associated,No Travel History,Hawaii,7/14/2020,2,0,0,0,2,2
7/14/2020,Community-Associated,No Travel History,Honolulu,7/14/2020,0,24,0,0,24,24
7/14/2020,Travel-Associated (Resident),Travel History,Honolulu,7/14/2020,0,2,0,0,2,2
7/15/2020,Community-Associated,No Travel History,Honolulu,7/15/2020,0,15,0,0,15,15
7/15/2020,Travel-Associated (Resident),Travel History,Honolulu,7/15/2020,0,4,0,0,4,4
7/16/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,7/16/2020,2,0,0,0,2,2
7/16/2020,Community-Associated,No Travel History,Honolulu,7/16/2020,0,20,0,0,20,20
7/16/2020,Travel-Associated (Resident),Travel History,Honolulu,7/16/2020,0,1,0,0,1,1
7/17/2020,Travel-Associated (Resident),Travel History,Hawaii,7/17/2020,1,0,0,0,1,1
7/17/2020,Community-Associated,No Travel History,Honolulu,7/17/2020,0,13,0,0,13,13
7/17/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/17/2020,0,1,0,0,1,1
7/17/2020,Travel-Associated (Resident),Travel History,Honolulu,7/17/2020,0,4,0,0,4,4
7/18/2020,Community-Associated,No Travel History,Hawaii,7/18/2020,1,0,0,0,1,1
7/18/2020,Travel-Associated (Resident),Travel History,Hawaii,7/18/2020,1,0,0,0,1,1
7/18/2020,Community-Associated,No Travel History,Honolulu,7/18/2020,0,22,0,0,22,22
7/18/2020,Travel-Associated (Resident),Travel History,Honolulu,7/18/2020,0,4,0,0,4,4
7/19/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,7/19/2020,1,0,0,0,1,1
7/19/2020,Community-Associated,No Travel History,Honolulu,7/19/2020,0,10,0,0,10,10
7/19/2020,Travel-Associated (Resident),Travel History,Honolulu,7/19/2020,0,1,0,0,1,1
7/20/2020,Community-Associated,No Travel History,Honolulu,7/20/2020,0,15,0,0,15,15
7/20/2020,Travel-Associated (Resident),Travel History,Honolulu,7/20/2020,0,6,0,0,6,6
7/20/2020,Community-Associated,No Travel History,Maui,7/20/2020,0,0,0,1,1,1
7/20/2020,Travel-Associated (Resident),Travel History,Maui,7/20/2020,0,0,0,2,2,2
7/21/2020,Community-Associated,No Travel History,Honolulu,7/21/2020,0,16,0,0,16,16
7/21/2020,Travel-Associated (Resident),Travel History,Honolulu,7/21/2020,0,1,0,0,1,1
7/22/2020,Community-Associated,No Travel History,Hawaii,7/22/2020,1,0,0,0,1,1
7/22/2020,Travel-Associated (Resident),Travel History,Hawaii,7/22/2020,1,0,0,0,1,1
7/22/2020,Unknown/Pending,No Travel History,Honolulu,7/22/2020,0,1,0,0,1,1
7/22/2020,Community-Associated,No Travel History,Honolulu,7/22/2020,0,46,0,0,46,46
7/22/2020,Travel-Associated (Resident),Travel History,Honolulu,7/22/2020,0,3,0,0,3,3
7/22/2020,Community-Associated,No Travel History,Maui,7/22/2020,0,0,0,1,1,1
7/22/2020,Travel-Associated (Resident),Travel History,Maui,7/22/2020,0,0,0,1,1,1
7/23/2020,Community-Associated,No Travel History,Honolulu,7/23/2020,0,54,0,0,54,54
7/23/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/23/2020,0,1,0,0,1,1
7/23/2020,Travel-Associated (Resident),Travel History,Honolulu,7/23/2020,0,2,0,0,2,2
7/23/2020,Community-Associated,No Travel History,Maui,7/23/2020,0,0,0,1,1,1
7/24/2020,Community-Associated,No Travel History,Honolulu,7/24/2020,0,65,0,0,65,65
7/24/2020,Travel-Associated (Resident),Travel History,Honolulu,7/24/2020,0,2,0,0,2,2
7/24/2020,Community-Associated,No Travel History,Maui,7/24/2020,0,0,0,4,4,4
7/25/2020,Community-Associated,No Travel History,Honolulu,7/25/2020,0,53,0,0,53,53
7/25/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/25/2020,0,1,0,0,1,1
7/25/2020,Travel-Associated (Resident),Travel History,Honolulu,7/25/2020,0,1,0,0,1,1
7/25/2020,Travel-Associated (Non-Resident),Travel History,Kauai,7/25/2020,0,0,1,0,1,1
7/25/2020,Travel-Associated (Resident),Travel History,Kauai,7/25/2020,0,0,1,0,1,1
7/25/2020,Community-Associated,No Travel History,Maui,7/25/2020,0,0,0,6,6,6
7/25/2020,Travel-Associated (Resident),Travel History,Maui,7/25/2020,0,0,0,1,1,1
7/26/2020,Community-Associated,No Travel History,Honolulu,7/26/2020,0,27,0,0,27,27
7/26/2020,Travel-Associated (Resident),Travel History,Honolulu,7/26/2020,0,1,0,0,1,1
7/27/2020,Community-Associated,No Travel History,Honolulu,7/27/2020,0,42,0,0,42,42
7/27/2020,Travel-Associated (Resident),Travel History,Honolulu,7/27/2020,0,4,0,0,4,4
7/27/2020,Community-Associated,No Travel History,Maui,7/27/2020,0,0,0,1,1,1
7/28/2020,Community-Associated,No Travel History,Honolulu,7/28/2020,0,94,0,0,94,94
7/28/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,7/28/2020,0,1,0,0,1,1
7/28/2020,Travel-Associated (Resident),Travel History,Honolulu,7/28/2020,0,4,0,0,4,4
7/28/2020,Travel-Associated (Resident),Travel History,Kauai,7/28/2020,0,0,2,0,2,2
7/28/2020,Community-Associated,No Travel History,Maui,7/28/2020,0,0,0,6,6,6
7/28/2020,Travel-Associated (Resident),Travel History,Maui,7/28/2020,0,0,0,3,3,3
7/29/2020,Community-Associated,No Travel History,Honolulu,7/29/2020,0,113,0,0,113,113
7/29/2020,Travel-Associated (Resident),Travel History,Honolulu,7/29/2020,0,6,0,0,6,6
7/29/2020,Community-Associated,No Travel History,Maui,7/29/2020,0,0,0,4,4,4
7/30/2020,Community-Associated,No Travel History,Honolulu,7/30/2020,0,116,0,0,116,116
7/30/2020,Travel-Associated (Resident),Travel History,Honolulu,7/30/2020,0,3,0,0,3,3
7/30/2020,Community-Associated,No Travel History,Maui,7/30/2020,0,0,0,3,3,3
7/31/2020,Community-Associated,No Travel History,Honolulu,7/31/2020,0,84,0,0,84,84
7/31/2020,Travel-Associated (Resident),Travel History,Honolulu,7/31/2020,0,3,0,0,3,3
8/1/2020,Community-Associated,No Travel History,Honolulu,8/1/2020,0,44,0,0,44,44
8/1/2020,Community-Associated,No Travel History,Maui,8/1/2020,0,0,0,1,1,1
8/2/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,8/2/2020,1,0,0,0,1,1
8/2/2020,Travel-Associated (Resident),Travel History,Hawaii,8/2/2020,1,0,0,0,1,1
8/2/2020,Community-Associated,No Travel History,Honolulu,8/2/2020,0,196,0,0,196,196
8/2/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,8/2/2020,0,1,0,0,1,1
8/2/2020,Travel-Associated (Resident),Travel History,Honolulu,8/2/2020,0,1,0,0,1,1
8/2/2020,Community-Associated,No Travel History,Maui,8/2/2020,0,0,0,3,3,3
8/2/2020,Travel-Associated (Resident),Travel History,Maui,8/2/2020,0,0,0,3,3,3
8/3/2020,Community-Associated,No Travel History,Hawaii,8/3/2020,2,0,0,0,2,2
8/3/2020,Travel-Associated (Resident),Travel History,Hawaii,8/3/2020,2,0,0,0,2,2
8/3/2020,Community-Associated,No Travel History,Honolulu,8/3/2020,0,133,0,0,133,133
8/3/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,8/3/2020,0,1,0,0,1,1
8/3/2020,Travel-Associated (Resident),Travel History,Honolulu,8/3/2020,0,5,0,0,5,5
8/4/2020,Community-Associated,No Travel History,Honolulu,8/4/2020,0,167,0,0,167,167
8/4/2020,Travel-Associated (Resident),Travel History,Honolulu,8/4/2020,0,2,0,0,2,2
8/5/2020,Travel-Associated (Resident),Travel History,Hawaii,8/5/2020,1,0,0,0,1,1
8/5/2020,Community-Associated,No Travel History,Honolulu,8/5/2020,0,140,0,0,140,140
8/5/2020,Travel-Associated (Resident),Travel History,Honolulu,8/5/2020,0,4,0,0,4,4
8/5/2020,Community-Associated,No Travel History,Maui,8/5/2020,0,0,0,1,1,1
8/5/2020,Travel-Associated (Resident),Travel History,Maui,8/5/2020,0,0,0,1,1,1
8/6/2020,Community-Associated,No Travel History,Honolulu,8/6/2020,0,199,0,0,199,199
8/6/2020,Travel-Associated (Resident),Travel History,Honolulu,8/6/2020,0,1,0,0,1,1
8/6/2020,Community-Associated,No Travel History,Maui,8/6/2020,0,0,0,1,1,1
8/7/2020,Community-Associated,No Travel History,Hawaii,8/7/2020,3,0,0,0,3,3
8/7/2020,Travel-Associated (Resident),Travel History,Hawaii,8/7/2020,1,0,0,0,1,1
8/7/2020,Community-Associated,No Travel History,Honolulu,8/7/2020,0,215,0,0,215,215
8/7/2020,Travel-Associated (Resident),Travel History,Honolulu,8/7/2020,0,5,0,0,5,5
8/7/2020,Community-Associated,No Travel History,Maui,8/7/2020,0,0,0,2,2,2
8/7/2020,Travel-Associated (Resident),Travel History,Maui,8/7/2020,0,0,0,1,1,1
8/8/2020,Travel-Associated (Resident),Travel History,Hawaii,8/8/2020,3,0,0,0,3,3
8/8/2020,Community-Associated,No Travel History,Honolulu,8/8/2020,0,142,0,0,142,142
8/8/2020,Travel-Associated (Resident),Travel History,Honolulu,8/8/2020,0,3,0,0,3,3
8/8/2020,Travel-Associated (Resident),Travel History,Kauai,8/8/2020,0,0,1,0,1,1
8/8/2020,Travel-Associated (Non-Resident),Travel History,Maui,8/8/2020,0,0,0,1,1,1
8/9/2020,Community-Associated,No Travel History,Honolulu,8/9/2020,0,137,0,0,137,137
8/9/2020,Travel-Associated (Resident),Travel History,Kauai,8/9/2020,0,0,1,0,1,1
8/9/2020,Community-Associated,No Travel History,Maui,8/9/2020,0,0,0,1,1,1
8/10/2020,Community-Associated,No Travel History,Hawaii,8/10/2020,1,0,0,0,1,1
8/10/2020,Community-Associated,No Travel History,Honolulu,8/10/2020,0,113,0,0,113,113
8/10/2020,Travel-Associated (Resident),Travel History,Honolulu,8/10/2020,0,2,0,0,2,2
8/10/2020,Community-Associated,No Travel History,Maui,8/10/2020,0,0,0,4,4,4
8/11/2020,Community-Associated,No Travel History,Hawaii,8/11/2020,2,0,0,0,2,2
8/11/2020,Unknown/Pending,No Travel History,Honolulu,8/11/2020,0,1,0,0,1,1
8/11/2020,Community-Associated,No Travel History,Honolulu,8/11/2020,0,187,0,0,187,187
8/11/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,8/11/2020,0,5,0,0,5,5
8/11/2020,Travel-Associated (Resident),Travel History,Honolulu,8/11/2020,0,2,0,0,2,2
8/11/2020,Community-Associated,No Travel History,Kauai,8/11/2020,0,0,2,0,2,2
8/11/2020,Community-Associated,No Travel History,Maui,8/11/2020,0,0,0,1,1,1
8/12/2020,Community-Associated,No Travel History,Hawaii,8/12/2020,3,0,0,0,3,3
8/12/2020,Travel-Associated (Resident),Travel History,Hawaii,8/12/2020,1,0,0,0,1,1
8/12/2020,Unknown/Pending,No Travel History,Honolulu,8/12/2020,0,1,0,0,1,1
8/12/2020,Community-Associated,No Travel History,Honolulu,8/12/2020,0,337,0,0,337,337
8/12/2020,Travel-Associated (Resident),Travel History,Honolulu,8/12/2020,0,4,0,0,4,4
8/12/2020,Travel-Associated (Non-Resident),Travel History,Kauai,8/12/2020,0,0,1,0,1,1
8/12/2020,Community-Associated,No Travel History,Maui,8/12/2020,0,0,0,5,5,5
8/12/2020,Travel-Associated (Resident),Travel History,Maui,8/12/2020,0,0,0,1,1,1
8/13/2020,Community-Associated,No Travel History,Hawaii,8/13/2020,1,0,0,0,1,1
8/13/2020,Travel-Associated (Resident),Travel History,Hawaii,8/13/2020,3,0,0,0,3,3
8/13/2020,Community-Associated,No Travel History,Honolulu,8/13/2020,0,212,0,0,212,212
8/13/2020,Travel-Associated (Resident),Travel History,Honolulu,8/13/2020,0,5,0,0,5,5
8/13/2020,Community-Associated,No Travel History,Kauai,8/13/2020,0,0,1,0,1,1
8/13/2020,Community-Associated,No Travel History,Maui,8/13/2020,0,0,0,8,8,8
8/13/2020,Travel-Associated (Resident),Travel History,Maui,8/13/2020,0,0,0,1,1,1
8/14/2020,Community-Associated,No Travel History,Hawaii,8/14/2020,2,0,0,0,2,2
8/14/2020,Travel-Associated (Resident),Travel History,Hawaii,8/14/2020,1,0,0,0,1,1
8/14/2020,Community-Associated,No Travel History,Honolulu,8/14/2020,0,269,0,0,269,269
8/14/2020,Travel-Associated (Resident),Travel History,Honolulu,8/14/2020,0,3,0,0,3,3
8/14/2020,Travel-Associated (Resident),Travel History,Kauai,8/14/2020,0,0,1,0,1,1
8/14/2020,Community-Associated,No Travel History,Maui,8/14/2020,0,0,0,6,6,6
8/14/2020,Travel-Associated (Resident),Travel History,Maui,8/14/2020,0,0,0,1,1,1
8/15/2020,Community-Associated,No Travel History,Hawaii,8/15/2020,3,0,0,0,3,3
8/15/2020,Travel-Associated (Resident),Travel History,Hawaii,8/15/2020,1,0,0,0,1,1
8/15/2020,Community-Associated,No Travel History,Honolulu,8/15/2020,0,195,0,0,195,195
8/15/2020,Travel-Associated (Resident),Travel History,Honolulu,8/15/2020,0,5,0,0,5,5
8/15/2020,Community-Associated,No Travel History,Maui,8/15/2020,0,0,0,11,11,11
8/15/2020,Travel-Associated (Resident),Travel History,Maui,8/15/2020,0,0,0,3,3,3
8/16/2020,Community-Associated,No Travel History,Hawaii,8/16/2020,2,0,0,0,2,2
8/16/2020,Community-Associated,No Travel History,Honolulu,8/16/2020,0,158,0,0,158,158
8/16/2020,Travel-Associated (Resident),Travel History,Honolulu,8/16/2020,0,5,0,0,5,5
8/16/2020,Community-Associated,No Travel History,Maui,8/16/2020,0,0,0,8,8,8
8/17/2020,Community-Associated,No Travel History,Hawaii,8/17/2020,2,0,0,0,2,2
8/17/2020,Travel-Associated (Resident),Travel History,Hawaii,8/17/2020,1,0,0,0,1,1
8/17/2020,Community-Associated,No Travel History,Honolulu,8/17/2020,0,124,0,0,124,124
8/17/2020,Travel-Associated (Resident),Travel History,Honolulu,8/17/2020,0,1,0,0,1,1
8/17/2020,Community-Associated,No Travel History,Maui,8/17/2020,0,0,0,6,6,6
8/18/2020,Community-Associated,No Travel History,Hawaii,8/18/2020,7,0,0,0,7,7
8/18/2020,Community-Associated,No Travel History,Honolulu,8/18/2020,0,229,0,0,229,229
8/18/2020,Travel-Associated (Resident),Travel History,Honolulu,8/18/2020,0,3,0,0,3,3
8/18/2020,Community-Associated,No Travel History,Maui,8/18/2020,0,0,0,18,18,18
8/18/2020,Travel-Associated (Resident),Travel History,Maui,8/18/2020,0,0,0,3,3,3
8/19/2020,Community-Associated,No Travel History,Hawaii,8/19/2020,5,0,0,0,5,5
8/19/2020,Community-Associated,No Travel History,Honolulu,8/19/2020,0,226,0,0,226,226
8/19/2020,Travel-Associated (Resident),Travel History,Honolulu,8/19/2020,0,2,0,0,2,2
8/19/2020,Community-Associated,No Travel History,Maui,8/19/2020,0,0,0,1,1,1
8/19/2020,Travel-Associated (Resident),Travel History,Maui,8/19/2020,0,0,0,1,1,1
8/20/2020,Community-Associated,No Travel History,Hawaii,8/20/2020,13,0,0,0,13,13
8/20/2020,Travel-Associated (Resident),Travel History,Hawaii,8/20/2020,1,0,0,0,1,1
8/20/2020,Community-Associated,No Travel History,Honolulu,8/20/2020,0,206,0,0,206,206
8/20/2020,Travel-Associated (Resident),Travel History,Honolulu,8/20/2020,0,2,0,0,2,2
8/20/2020,Community-Associated,No Travel History,Kauai,8/20/2020,0,0,1,0,1,1
8/20/2020,Travel-Associated (Resident),Travel History,Kauai,8/20/2020,0,0,1,0,1,1
8/20/2020,Community-Associated,No Travel History,Maui,8/20/2020,0,0,0,6,6,6
8/21/2020,Community-Associated,No Travel History,Hawaii,8/21/2020,12,0,0,0,12,12
8/21/2020,Travel-Associated (Resident),Travel History,Hawaii,8/21/2020,3,0,0,0,3,3
8/21/2020,Community-Associated,No Travel History,Honolulu,8/21/2020,0,254,0,0,254,254
8/21/2020,Travel-Associated (Resident),Travel History,Honolulu,8/21/2020,0,1,0,0,1,1
8/21/2020,Community-Associated,No Travel History,Maui,8/21/2020,0,0,0,8,8,8
8/21/2020,Travel-Associated (Resident),Travel History,Maui,8/21/2020,0,0,0,1,1,1
8/22/2020,Community-Associated,No Travel History,Hawaii,8/22/2020,7,0,0,0,7,7
8/22/2020,Travel-Associated (Resident),Travel History,Hawaii,8/22/2020,1,0,0,0,1,1
8/22/2020,Community-Associated,No Travel History,Honolulu,8/22/2020,0,222,0,0,222,222
8/22/2020,Travel-Associated (Resident),Travel History,Honolulu,8/22/2020,0,5,0,0,5,5
8/22/2020,Community-Associated,No Travel History,Maui,8/22/2020,0,0,0,11,11,11
8/22/2020,Travel-Associated (Resident),Travel History,Maui,8/22/2020,0,0,0,1,1,1
8/23/2020,Community-Associated,No Travel History,Hawaii,8/23/2020,9,0,0,0,9,9
8/23/2020,Community-Associated,No Travel History,Honolulu,8/23/2020,0,149,0,0,149,149
8/23/2020,Travel-Associated (Resident),Travel History,Honolulu,8/23/2020,0,1,0,0,1,1
8/23/2020,Community-Associated,No Travel History,Maui,8/23/2020,0,0,0,9,9,9
8/24/2020,Community-Associated,No Travel History,Hawaii,8/24/2020,10,0,0,0,10,10
8/24/2020,Travel-Associated (Resident),Travel History,Hawaii,8/24/2020,1,0,0,0,1,1
8/24/2020,Community-Associated,No Travel History,Honolulu,8/24/2020,0,199,0,0,199,199
8/24/2020,Travel-Associated (Resident),Travel History,Honolulu,8/24/2020,0,2,0,0,2,2
8/24/2020,Community-Associated,No Travel History,Maui,8/24/2020,0,0,0,3,3,3
8/25/2020,Community-Associated,No Travel History,Hawaii,8/25/2020,22,0,0,0,22,22
8/25/2020,Travel-Associated (Resident),Travel History,Hawaii,8/25/2020,1,0,0,0,1,1
8/25/2020,Community-Associated,No Travel History,Honolulu,8/25/2020,0,236,0,0,236,236
8/25/2020,Travel-Associated (Resident),Travel History,Honolulu,8/25/2020,0,7,0,0,7,7
8/25/2020,Community-Associated,No Travel History,Maui,8/25/2020,0,0,0,8,8,8
8/26/2020,Community-Associated,No Travel History,Hawaii,8/26/2020,10,0,0,0,10,10
8/26/2020,Community-Associated,No Travel History,Honolulu,8/26/2020,0,279,0,0,279,279
8/26/2020,Travel-Associated (Resident),Travel History,Honolulu,8/26/2020,0,8,0,0,8,8
8/26/2020,Community-Associated,No Travel History,Maui,8/26/2020,0,0,0,7,7,7
8/27/2020,Community-Associated,No Travel History,Hawaii,8/27/2020,25,0,0,0,25,25
8/27/2020,Travel-Associated (Resident),Travel History,Hawaii,8/27/2020,1,0,0,0,1,1
8/27/2020,Community-Associated,No Travel History,Honolulu,8/27/2020,0,231,0,0,231,231
8/27/2020,Community-Associated,No Travel History,Maui,8/27/2020,0,0,0,7,7,7
8/28/2020,Community-Associated,No Travel History,Hawaii,8/28/2020,37,0,0,0,37,37
8/28/2020,Travel-Associated (Resident),Travel History,Hawaii,8/28/2020,2,0,0,0,2,2
8/28/2020,Community-Associated,No Travel History,Honolulu,8/28/2020,0,260,0,0,260,260
8/28/2020,Travel-Associated (Resident),Travel History,Honolulu,8/28/2020,0,4,0,0,4,4
8/28/2020,Community-Associated,No Travel History,Maui,8/28/2020,0,0,0,7,7,7
8/29/2020,Community-Associated,No Travel History,Hawaii,8/29/2020,20,0,0,0,20,20
8/29/2020,Travel-Associated (Resident),Travel History,Hawaii,8/29/2020,1,0,0,0,1,1
8/29/2020,Community-Associated,No Travel History,Honolulu,8/29/2020,0,171,0,0,171,171
8/29/2020,Travel-Associated (Resident),Travel History,Honolulu,8/29/2020,0,1,0,0,1,1
8/29/2020,Community-Associated,No Travel History,Maui,8/29/2020,0,0,0,4,4,4
8/30/2020,Community-Associated,No Travel History,Hawaii,8/30/2020,25,0,0,0,25,25
8/30/2020,Community-Associated,No Travel History,Honolulu,8/30/2020,0,104,0,0,104,104
8/30/2020,Community-Associated,No Travel History,Maui,8/30/2020,0,0,0,1,1,1
8/31/2020,Community-Associated,No Travel History,Hawaii,8/31/2020,17,0,0,0,17,17
8/31/2020,Travel-Associated (Resident),Travel History,Hawaii,8/31/2020,1,0,0,0,1,1
8/31/2020,Community-Associated,No Travel History,Honolulu,8/31/2020,0,154,0,0,154,154
8/31/2020,Travel-Associated (Resident),Travel History,Honolulu,8/31/2020,0,2,0,0,2,2
8/31/2020,Community-Associated,No Travel History,Maui,8/31/2020,0,0,0,5,5,5
9/1/2020,Community-Associated,No Travel History,Hawaii,9/1/2020,33,0,0,0,33,33
9/1/2020,Travel-Associated (Resident),Travel History,Hawaii,9/1/2020,1,0,0,0,1,1
9/1/2020,Community-Associated,No Travel History,Honolulu,9/1/2020,0,288,0,0,288,288
9/1/2020,Travel-Associated (Resident),Travel History,Honolulu,9/1/2020,0,14,0,0,14,14
9/1/2020,Community-Associated,No Travel History,Maui,9/1/2020,0,0,0,2,2,2
9/2/2020,Community-Associated,No Travel History,Hawaii,9/2/2020,17,0,0,0,17,17
9/2/2020,Community-Associated,No Travel History,Honolulu,9/2/2020,0,182,0,0,182,182
9/2/2020,Travel-Associated (Resident),Travel History,Honolulu,9/2/2020,0,6,0,0,6,6
9/2/2020,Community-Associated,No Travel History,Maui,9/2/2020,0,0,0,3,3,3
9/3/2020,Community-Associated,No Travel History,Hawaii,9/3/2020,33,0,0,0,33,33
9/3/2020,Travel-Associated (Resident),Travel History,Hawaii,9/3/2020,1,0,0,0,1,1
9/3/2020,Community-Associated,No Travel History,Honolulu,9/3/2020,0,225,0,0,225,225
9/3/2020,Travel-Associated (Resident),Travel History,Honolulu,9/3/2020,0,6,0,0,6,6
9/3/2020,Community-Associated,No Travel History,Maui,9/3/2020,0,0,0,1,1,1
9/4/2020,Community-Associated,No Travel History,Hawaii,9/4/2020,20,0,0,0,20,20
9/4/2020,Travel-Associated (Resident),Travel History,Hawaii,9/4/2020,3,0,0,0,3,3
9/4/2020,Community-Associated,No Travel History,Honolulu,9/4/2020,0,183,0,0,183,183
9/4/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,9/4/2020,0,1,0,0,1,1
9/4/2020,Travel-Associated (Resident),Travel History,Honolulu,9/4/2020,0,6,0,0,6,6
9/4/2020,Community-Associated,No Travel History,Kauai,9/4/2020,0,0,1,0,1,1
9/4/2020,Community-Associated,No Travel History,Maui,9/4/2020,0,0,0,3,3,3
9/4/2020,Travel-Associated (Resident),Travel History,Maui,9/4/2020,0,0,0,1,1,1
9/5/2020,Community-Associated,No Travel History,Hawaii,9/5/2020,12,0,0,0,12,12
9/5/2020,Travel-Associated (Resident),Travel History,Hawaii,9/5/2020,1,0,0,0,1,1
9/5/2020,Community-Associated,No Travel History,Honolulu,9/5/2020,0,142,0,0,142,142
9/5/2020,Travel-Associated (Resident),Travel History,Honolulu,9/5/2020,0,3,0,0,3,3
9/5/2020,Community-Associated,No Travel History,Maui,9/5/2020,0,0,0,3,3,3
9/6/2020,Community-Associated,No Travel History,Hawaii,9/6/2020,9,0,0,0,9,9
9/6/2020,Travel-Associated (Resident),Travel History,Hawaii,9/6/2020,2,0,0,0,2,2
9/6/2020,Community-Associated,No Travel History,Honolulu,9/6/2020,0,88,0,0,88,88
9/6/2020,Travel-Associated (Resident),Travel History,Honolulu,9/6/2020,0,1,0,0,1,1
9/6/2020,Community-Associated,No Travel History,Maui,9/6/2020,0,0,0,4,4,4
9/7/2020,Community-Associated,No Travel History,Hawaii,9/7/2020,6,0,0,0,6,6
9/7/2020,Community-Associated,No Travel History,Honolulu,9/7/2020,0,58,0,0,58,58
9/7/2020,Community-Associated,No Travel History,Maui,9/7/2020,0,0,0,2,2,2
9/8/2020,Community-Associated,No Travel History,Hawaii,9/8/2020,13,0,0,0,13,13
9/8/2020,Community-Associated,No Travel History,Honolulu,9/8/2020,0,86,0,0,86,86
9/8/2020,Community-Associated,No Travel History,Maui,9/8/2020,0,0,0,1,1,1
9/9/2020,Community-Associated,No Travel History,Hawaii,9/9/2020,7,0,0,0,7,7
9/9/2020,Community-Associated,No Travel History,Honolulu,9/9/2020,0,155,0,0,155,155
9/9/2020,Travel-Associated (Resident),Travel History,Honolulu,9/9/2020,0,2,0,0,2,2
9/9/2020,Community-Associated,No Travel History,Maui,9/9/2020,0,0,0,3,3,3
9/10/2020,Community-Associated,No Travel History,Hawaii,9/10/2020,21,0,0,0,21,21
9/10/2020,Unknown/Pending,No Travel History,Honolulu,9/10/2020,0,1,0,0,1,1
9/10/2020,Community-Associated,No Travel History,Honolulu,9/10/2020,0,139,0,0,139,139
